Name,Libraries
testGetNewInstructionVertex,"org/objectweb/asm/tree/InsnList, org/hamcrest/core/IsEqual, soba/core/vta/NewVertices, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, soba/core/MethodInfo, java/lang/Object, org/hamcrest/Matchers, org/objectweb/asm/tree/AbstractInsnNode, org/hamcrest/MatcherAssert, java/lang/Class, java/lang/Integer"
testGetVertex,"org/hamcrest/core/IsEqual, soba/core/vta/NewVertices, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Integer"
testGetTypeName,"org/hamcrest/core/IsEqual, soba/core/vta/NewVertices, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers"
testGetVertexCount,"org/hamcrest/core/IsEqual, soba/core/vta/NewVertices, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Integer"
testIsObjectParam,"org/hamcrest/core/IsEqual, org/hamcrest/core/Is, soba/core/vta/CallSiteVertices, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/Matchers, org/hamcrest/MatcherAssert, java/lang/Boolean"
testGetParamVertexId,"org/hamcrest/core/IsEqual, org/hamcrest/core/Is, soba/core/vta/CallSiteVertices, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Integer"
testGetParamCount,"org/hamcrest/core/IsEqual, org/hamcrest/core/Is, soba/core/vta/CallSiteVertices, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Integer"
testHasReturnValue,"org/hamcrest/core/IsEqual, org/hamcrest/core/Is, soba/core/vta/CallSiteVertices, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/Matchers, org/hamcrest/MatcherAssert, java/lang/Boolean"
testGetReturnValueVertex,"org/hamcrest/core/IsEqual, org/hamcrest/core/Is, soba/core/vta/CallSiteVertices, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Integer"
testGetVertexCount,"org/hamcrest/core/IsEqual, org/hamcrest/core/Is, soba/core/vta/CallSiteVertices, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Integer"
testGetVertex,"org/hamcrest/core/IsEqual, org/hamcrest/core/Is, soba/core/vta/CallSiteVertices, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Integer"
testGetTypeName,"org/hamcrest/core/IsEqual, org/hamcrest/core/Is, soba/core/vta/CallSiteVertices, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers"
testGetReturnValueTypeName,"org/hamcrest/core/IsEqual, org/hamcrest/core/Is, soba/core/vta/CallSiteVertices, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers"
testResolveCall01,"soba/core/ClassInfo, org/objectweb/asm/tree/InsnList, soba/core/vta/VTAResolverTest, org/hamcrest/core/Is, java/util/List, org/hamcrest/Matcher, java/util/Arrays, gnu/trove/map/hash/TIntObjectHashMap, java/lang/String, org/hamcrest/collection/IsIterableContainingInAnyOrder, soba/core/vta/TypeSetManager, soba/core/vta/TypeSet, java/util/Iterator, soba/core/vta/VTAResolver, soba/core/vta/IAnalysisTarget, org/hamcrest/Description, soba/core/method/CallSite, gnu/trove/impl/hash/TIntHash, org/hamcrest/core/IsEqual, java/lang/Iterable, soba/util/ObjectIdMap, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Stack, org/hamcrest/MatcherAssert, java/lang/Integer, gnu/trove/impl/HashFunctions, java/lang/reflect/Method, soba/core/JavaProgram, org/objectweb/asm/tree/MethodInsnNode, java/util/ArrayList, soba/core/vta/CallSiteVertices, java/util/HashSet, org/hamcrest/BaseMatcher, soba/core/MethodInfo, java/lang/Object, org/hamcrest/Matchers, org/objectweb/asm/tree/AbstractInsnNode, java/lang/Class, java/util/Collection, java/util/Map"
testResolveCall02,"soba/core/ClassInfo, org/objectweb/asm/tree/InsnList, soba/core/vta/VTAResolverTest, org/hamcrest/core/Is, java/util/List, org/hamcrest/Matcher, java/util/Arrays, gnu/trove/map/hash/TIntObjectHashMap, java/lang/String, org/hamcrest/collection/IsIterableContainingInAnyOrder, soba/core/vta/TypeSetManager, soba/core/vta/TypeSet, java/util/Iterator, soba/core/vta/VTAResolver, soba/core/vta/IAnalysisTarget, org/hamcrest/Description, soba/core/method/CallSite, gnu/trove/impl/hash/TIntHash, org/hamcrest/core/IsEqual, java/lang/Iterable, soba/util/ObjectIdMap, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Stack, org/hamcrest/MatcherAssert, java/lang/Integer, gnu/trove/impl/HashFunctions, java/lang/reflect/Method, soba/core/JavaProgram, org/objectweb/asm/tree/MethodInsnNode, java/util/ArrayList, soba/core/vta/CallSiteVertices, java/util/HashSet, org/hamcrest/BaseMatcher, soba/core/MethodInfo, java/lang/Object, org/hamcrest/Matchers, org/objectweb/asm/tree/AbstractInsnNode, java/lang/Class, java/util/Collection, java/util/Map"
testResolvedCall03,"soba/core/ClassInfo, org/objectweb/asm/tree/InsnList, soba/core/vta/VTAResolverTest, java/util/List, org/hamcrest/Matcher, java/util/Arrays, gnu/trove/map/hash/TIntObjectHashMap, java/lang/String, org/hamcrest/collection/IsIterableContainingInAnyOrder, soba/core/vta/TypeSetManager, soba/core/vta/TypeSet, java/util/Iterator, soba/core/vta/VTAResolver, soba/core/vta/IAnalysisTarget, org/hamcrest/Description, soba/core/method/CallSite, gnu/trove/impl/hash/TIntHash, org/hamcrest/core/IsEqual, java/lang/Iterable, soba/util/ObjectIdMap, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Stack, org/hamcrest/MatcherAssert, gnu/trove/impl/HashFunctions, java/lang/reflect/Method, soba/core/JavaProgram, org/objectweb/asm/tree/MethodInsnNode, java/util/ArrayList, soba/core/vta/CallSiteVertices, java/util/HashSet, org/hamcrest/BaseMatcher, soba/core/MethodInfo, java/lang/Object, org/hamcrest/Matchers, org/objectweb/asm/tree/AbstractInsnNode, java/lang/Class, java/util/Collection, java/util/Map"
testResolvedCall04,"soba/core/ClassInfo, org/objectweb/asm/tree/InsnList, soba/core/vta/VTAResolverTest, org/hamcrest/core/Is, java/util/List, org/hamcrest/Matcher, java/util/Arrays, gnu/trove/map/hash/TIntObjectHashMap, org/hamcrest/collection/IsArrayWithSize, java/lang/String, org/hamcrest/collection/IsIterableContainingInAnyOrder, soba/core/vta/TypeSetManager, org/hamcrest/FeatureMatcher, soba/core/vta/TypeSet, java/util/Iterator, soba/core/vta/VTAResolver, soba/core/vta/IAnalysisTarget, org/hamcrest/Description, soba/core/method/CallSite, gnu/trove/impl/hash/TIntHash, org/hamcrest/core/IsEqual, java/lang/Iterable, soba/util/ObjectIdMap, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Stack, org/hamcrest/MatcherAssert, java/lang/Integer, gnu/trove/impl/HashFunctions, java/lang/reflect/Method, soba/core/JavaProgram, org/objectweb/asm/tree/MethodInsnNode, java/util/ArrayList, soba/core/vta/CallSiteVertices, java/util/HashSet, org/hamcrest/BaseMatcher, org/hamcrest/core/DescribedAs, soba/core/MethodInfo, java/lang/Object, org/hamcrest/Matchers, org/objectweb/asm/tree/AbstractInsnNode, java/lang/Class, java/util/Collection, java/util/Map"
testResolveCall05,"soba/core/ClassInfo, org/objectweb/asm/tree/InsnList, java/util/Iterator, java/util/List, java/util/Map, soba/core/MethodInfo, org/objectweb/asm/tree/AbstractInsnNode, java/lang/String, soba/core/JavaProgram"
testLoopBinding,"soba/core/ClassInfo, org/objectweb/asm/tree/InsnList, soba/core/vta/VTAResolverTest, java/util/List, org/hamcrest/Matcher, java/util/Arrays, java/lang/String, gnu/trove/map/hash/TIntObjectHashMap, org/hamcrest/collection/IsIterableContainingInAnyOrder, soba/core/vta/TypeSetManager, soba/core/vta/TypeSet, java/util/Iterator, soba/core/vta/VTAResolver, soba/core/vta/IAnalysisTarget, org/hamcrest/Description, soba/core/method/CallSite, gnu/trove/impl/hash/TIntHash, org/hamcrest/core/IsEqual, java/lang/Iterable, soba/util/ObjectIdMap, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Stack, org/hamcrest/MatcherAssert, gnu/trove/impl/HashFunctions, java/lang/reflect/Method, soba/core/JavaProgram, org/objectweb/asm/tree/MethodInsnNode, java/util/ArrayList, soba/core/vta/CallSiteVertices, java/util/HashSet, org/hamcrest/BaseMatcher, soba/core/MethodInfo, java/lang/Object, org/hamcrest/Matchers, org/objectweb/asm/tree/AbstractInsnNode, java/lang/Class, java/util/Collection, java/util/Map"
testMethodParamType,"soba/core/ClassInfo, soba/core/vta/VTAResolverTest, org/hamcrest/core/Is, java/util/List, org/hamcrest/Matcher, gnu/trove/map/hash/TIntObjectHashMap, java/lang/String, soba/core/vta/TypeSetManager, soba/core/vta/TypeSet, java/util/Iterator, soba/core/vta/VTAResolver, gnu/trove/impl/hash/TIntHash, org/hamcrest/core/IsEqual, org/hamcrest/MatcherAssert, java/lang/Integer, gnu/trove/impl/HashFunctions, soba/core/JavaProgram, org/hamcrest/BaseMatcher, java/lang/Object, java/lang/Class, org/hamcrest/Matchers, soba/core/MethodInfo, soba/core/vta/MethodVertices, java/util/Map"
testgetReceiverTypeAtCallsite,"soba/core/ClassInfo, org/objectweb/asm/tree/InsnList, org/hamcrest/core/Is, java/util/List, org/hamcrest/Matcher, gnu/trove/map/hash/TIntObjectHashMap, java/lang/String, soba/core/vta/TypeSetManager, soba/core/vta/TypeSet, java/util/Iterator, soba/core/vta/VTAResolver, gnu/trove/impl/hash/TIntHash, soba/core/method/CallSite, org/hamcrest/core/IsEqual, soba/util/ObjectIdMap, org/hamcrest/MatcherAssert, java/lang/Integer, gnu/trove/impl/HashFunctions, soba/core/JavaProgram, java/util/ArrayList, soba/core/vta/CallSiteVertices, org/hamcrest/BaseMatcher, soba/core/MethodInfo, java/lang/Object, org/hamcrest/Matchers, org/objectweb/asm/tree/AbstractInsnNode, java/lang/Class, java/util/Map"
testReflection,"soba/core/ClassInfo, org/objectweb/asm/tree/InsnList, soba/core/vta/VTAResolverTest, org/hamcrest/core/Is, java/util/List, org/hamcrest/Matcher, java/util/Arrays, java/lang/String, gnu/trove/map/hash/TIntObjectHashMap, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/util/Set, soba/core/vta/TypeSetManager, soba/core/vta/TypeSet, java/util/Iterator, soba/core/vta/VTAResolver, soba/core/vta/IAnalysisTarget, org/hamcrest/Description, soba/core/method/CallSite, gnu/trove/impl/hash/TIntHash, org/hamcrest/core/IsEqual, java/lang/Iterable, soba/util/ObjectIdMap, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Stack, org/hamcrest/MatcherAssert, java/lang/Integer, gnu/trove/impl/HashFunctions, java/lang/reflect/Method, soba/core/JavaProgram, org/objectweb/asm/tree/MethodInsnNode, java/util/ArrayList, soba/core/vta/CallSiteVertices, java/util/HashSet, org/hamcrest/BaseMatcher, soba/core/MethodInfo, java/lang/Object, org/hamcrest/Matchers, org/objectweb/asm/tree/AbstractInsnNode, java/lang/Class, java/util/Collection, java/util/Map"
testReflection2,"soba/core/ClassInfo, org/objectweb/asm/tree/InsnList, org/hamcrest/core/Is, java/util/List, org/hamcrest/Matcher, java/util/Arrays, java/lang/String, gnu/trove/map/hash/TIntObjectHashMap, java/util/Set, soba/core/vta/TypeSetManager, org/hamcrest/TypeSafeMatcher, soba/core/vta/TypeSet, java/util/Iterator, soba/core/vta/VTAResolver, soba/core/vta/IAnalysisTarget, soba/core/method/CallSite, gnu/trove/impl/hash/TIntHash, org/hamcrest/core/IsEqual, java/lang/Iterable, soba/util/ObjectIdMap, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Stack, org/hamcrest/MatcherAssert, java/lang/Integer, gnu/trove/impl/HashFunctions, java/lang/reflect/Method, soba/core/JavaProgram, org/objectweb/asm/tree/MethodInsnNode, java/lang/Comparable, java/util/ArrayList, soba/core/vta/CallSiteVertices, java/util/HashSet, org/hamcrest/BaseMatcher, soba/core/MethodInfo, java/lang/Object, org/hamcrest/Matchers, org/objectweb/asm/tree/AbstractInsnNode, java/lang/Class, java/util/Collection, java/util/Map, org/hamcrest/number/OrderingComparison"
testGetLocalVertex,"org/objectweb/asm/tree/InsnList, org/hamcrest/core/Is, org/hamcrest/Matcher, gnu/trove/set/hash/TIntHashSet, gnu/trove/map/hash/TIntObjectHashMap, soba/core/method/LocalVariables, soba/util/IntPairSet, gnu/trove/impl/hash/TIntHash, org/hamcrest/core/IsEqual, org/hamcrest/MatcherAssert, java/lang/Integer, gnu/trove/impl/HashFunctions, java/util/ArrayList, org/hamcrest/BaseMatcher, soba/core/MethodInfo, soba/core/vta/MethodVertices, org/hamcrest/Matchers, org/objectweb/asm/tree/AbstractInsnNode, java/lang/Object, java/lang/Class"
testGetReturnVertex,"org/hamcrest/core/IsEqual, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, soba/core/vta/MethodVertices, java/lang/Object, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Class, java/lang/Integer"
testGetFormalVertex,"org/hamcrest/core/IsEqual, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, soba/core/vta/MethodVertices, java/lang/Object, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Class, java/lang/Integer"
testHasFormalVertex,"org/hamcrest/core/IsEqual, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, soba/core/vta/MethodVertices, java/lang/Object, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Boolean, java/lang/Class"
testGetVertexCount,"org/hamcrest/core/IsEqual, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, soba/core/vta/MethodVertices, java/lang/Object, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Class, java/lang/Integer"
testGetTypeName,"org/hamcrest/core/IsEqual, java/util/ArrayList, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, soba/core/vta/MethodVertices, java/lang/Object, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Class"
