Name,Libraries
testUndirectedGraph,"gnu/trove/impl/hash/TIntHash, java/lang/Iterable, java/lang/Math, java/util/Arrays, org/hamcrest/collection/IsArrayContainingInAnyOrder, org/hamcrest/core/DescribedAs, java/lang/Integer, java/lang/String, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, java/util/Collection, soba/util/IntPairList, soba/util/graph/GraphUtil, org/hamcrest/Matcher, gnu/trove/set/hash/TIntHashSet, gnu/trove/impl/hash/TPrimitiveHash, org/hamcrest/MatcherAssert, soba/util/graph/IDirectedGraph, org/hamcrest/FeatureMatcher, gnu/trove/impl/PrimeFinder, java/lang/Class, org/hamcrest/collection/IsArrayWithSize, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/internal/ReflectiveTypeFinder, org/hamcrest/core/IsEqual, org/hamcrest/TypeSafeDiagnosingMatcher, java/util/Iterator, gnu/trove/impl/hash/THash, java/util/List, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/lang/reflect/Method, soba/util/graph/DirectedGraph, soba/util/IntPairProc, org/hamcrest/TypeSafeMatcher, java/lang/Object, soba/util/UtilForAssertThat, org/hamcrest/Description, java/util/ArrayList"
testSingleRootDirectedGraph,"gnu/trove/impl/hash/TIntHash, java/lang/Math, java/util/Arrays, soba/util/graph/SingleRootDirectedGraph, java/lang/Integer, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, soba/util/IntPairSet, soba/util/IntSetStack, soba/util/IntPairList, org/hamcrest/Matcher, gnu/trove/procedure/TIntProcedure, soba/util/graph/DirectedAcyclicGraph, gnu/trove/set/hash/TIntHashSet, gnu/trove/impl/hash/TPrimitiveHash, org/hamcrest/MatcherAssert, soba/util/graph/IDirectedGraph, gnu/trove/impl/PrimeFinder, java/lang/Class, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/util/IntPairUtil, org/hamcrest/core/IsEqual, gnu/trove/map/hash/TIntObjectHashMap, gnu/trove/impl/hash/THash, gnu/trove/procedure/TIntObjectProcedure, soba/util/graph/DirectedGraph, soba/util/IntPairProc, soba/util/IntStack, java/lang/Object"
testEdges,"gnu/trove/impl/hash/TIntHash, java/lang/Math, java/util/Arrays, soba/util/graph/SingleRootDirectedGraph, java/lang/Integer, gnu/trove/impl/HashFunctions, soba/util/IntSetStack, soba/util/IntPairSet, org/hamcrest/Matchers, soba/util/IntPairList, org/hamcrest/Matcher, gnu/trove/procedure/TIntProcedure, soba/util/graph/DirectedAcyclicGraph, gnu/trove/set/hash/TIntHashSet, gnu/trove/impl/hash/TPrimitiveHash, org/hamcrest/MatcherAssert, soba/util/graph/IDirectedGraph, gnu/trove/impl/PrimeFinder, java/lang/Class, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/util/IntPairUtil, org/hamcrest/core/IsEqual, gnu/trove/map/hash/TIntObjectHashMap, gnu/trove/impl/hash/THash, gnu/trove/procedure/TIntObjectProcedure, soba/util/graph/DirectedGraph, soba/util/IntPairProc, soba/util/IntStack, java/lang/Object, soba/util/graph/SingleRootDirectedGraphTest"
testDFS,"org/hamcrest/Matchers, soba/util/graph/IDepthFirstVisitor, soba/util/graph/IDirectedGraph, org/hamcrest/Matcher, soba/util/graph/DirectedGraph, java/lang/Class, java/lang/Object, java/lang/Boolean, org/hamcrest/core/Is, soba/util/graph/DepthFirstSearchTest, soba/util/graph/DepthFirstSearch, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/util/Stack, java/lang/Integer, org/hamcrest/MatcherAssert"
testStack,"org/hamcrest/Matchers, org/hamcrest/Matcher, soba/util/IntStack, java/lang/Class, java/lang/Boolean, java/lang/Object, java/util/EmptyStackException, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testObjectIdMap,"java/lang/Math, java/util/Arrays, soba/util/ObjectIdMap, gnu/trove/impl/hash/TObjectHash, java/lang/Integer, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, org/hamcrest/Matcher, gnu/trove/map/hash/TObjectIntHashMap, org/hamcrest/MatcherAssert, gnu/trove/impl/PrimeFinder, java/lang/Class, org/hamcrest/core/IsNull, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, gnu/trove/impl/hash/THash, java/lang/Object, java/util/ArrayList"
testAdd,"org/hamcrest/Matchers, gnu/trove/impl/hash/THash, gnu/trove/impl/HashFunctions, java/util/ArrayList, org/hamcrest/Matcher, gnu/trove/impl/PrimeFinder, java/lang/Math, java/util/Arrays, java/lang/Class, gnu/trove/map/hash/TObjectIntHashMap, java/lang/Object, soba/util/ObjectIdMap, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, gnu/trove/impl/hash/TObjectHash, java/lang/Integer, org/hamcrest/MatcherAssert"
testFreeze,"java/lang/Math, java/util/Arrays, soba/util/ObjectIdMap, gnu/trove/impl/hash/TObjectHash, java/lang/Integer, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, org/hamcrest/Matcher, gnu/trove/map/hash/TObjectIntHashMap, org/hamcrest/MatcherAssert, gnu/trove/impl/PrimeFinder, java/lang/Class, org/hamcrest/core/IsNull, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/lang/RuntimeException, gnu/trove/impl/hash/THash, java/lang/Object, java/util/ArrayList"
testAdd,"org/hamcrest/Matchers, soba/util/IntPairList, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testSortByFirstValues,"org/hamcrest/Matchers, soba/util/IntPairList, org/hamcrest/Matcher, java/util/Arrays, java/lang/Class, java/lang/Object, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testSetValues,"org/hamcrest/Matchers, soba/util/IntPairList, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testAddAll,"org/hamcrest/Matchers, soba/util/IntPairList, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testFreeze,"java/lang/RuntimeException, soba/util/IntPairList, java/lang/Object"
testArrayIndexOutOfBounds,"java/lang/ArrayIndexOutOfBoundsException, soba/util/IntPairList, java/lang/Object"
testForEach,"org/hamcrest/Matchers, soba/util/IntPairList, org/hamcrest/Matcher, soba/util/IntPairProc, java/lang/Class, java/lang/Object, soba/util/IntPairListTest, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testGetCallees01,"java/lang/Iterable, soba/util/ObjectIdMap, gnu/trove/impl/hash/TObjectHash, java/lang/String, org/hamcrest/Matchers, java/util/Collection, org/hamcrest/Matcher, gnu/trove/map/hash/TObjectIntHashMap, soba/core/ClassInfo, org/hamcrest/MatcherAssert, java/lang/Class, org/hamcrest/BaseMatcher, org/hamcrest/internal/ReflectiveTypeFinder, org/hamcrest/core/IsEqual, java/util/Iterator, org/hamcrest/TypeSafeDiagnosingMatcher, soba/util/callgraph/CallGraph, java/util/List, java/lang/reflect/Method, soba/util/graph/DirectedGraph, java/lang/Object, soba/core/MethodInfo, org/hamcrest/collection/IsIterableContainingInAnyOrder, org/hamcrest/Description, java/util/ArrayList"
testGetAllCallees01,"java/lang/Iterable, soba/util/ObjectIdMap, gnu/trove/list/array/TIntArrayList, gnu/trove/impl/hash/TObjectHash, java/lang/String, gnu/trove/list/TIntList, org/hamcrest/Matchers, soba/util/graph/IDepthFirstVisitor, java/util/Collection, org/hamcrest/Matcher, gnu/trove/map/hash/TObjectIntHashMap, soba/core/ClassInfo, org/hamcrest/MatcherAssert, soba/util/graph/IDirectedGraph, java/lang/System, java/lang/Class, org/hamcrest/BaseMatcher, soba/util/graph/DepthFirstSearch, org/hamcrest/internal/ReflectiveTypeFinder, org/hamcrest/core/IsEqual, java/util/Iterator, org/hamcrest/TypeSafeDiagnosingMatcher, soba/util/callgraph/CallGraph, java/util/List, java/lang/reflect/Method, java/util/Stack, java/lang/Object, soba/core/MethodInfo, org/hamcrest/collection/IsIterableContainingInAnyOrder, org/hamcrest/Description, java/util/ArrayList"
testGetCallers01,"java/lang/Iterable, soba/util/ObjectIdMap, gnu/trove/impl/hash/TObjectHash, java/lang/String, org/hamcrest/Matchers, java/util/Collection, org/hamcrest/Matcher, gnu/trove/map/hash/TObjectIntHashMap, soba/core/ClassInfo, org/hamcrest/MatcherAssert, java/lang/Class, org/hamcrest/BaseMatcher, org/hamcrest/internal/ReflectiveTypeFinder, org/hamcrest/core/IsEqual, java/util/Iterator, org/hamcrest/TypeSafeDiagnosingMatcher, soba/util/callgraph/CallGraph, java/util/List, java/lang/reflect/Method, soba/util/graph/DirectedGraph, java/lang/Object, soba/core/MethodInfo, org/hamcrest/collection/IsIterableContainingInAnyOrder, org/hamcrest/Description, java/util/ArrayList"
testGetAllCallers01,"java/lang/Iterable, soba/util/ObjectIdMap, gnu/trove/list/array/TIntArrayList, gnu/trove/impl/hash/TObjectHash, java/lang/String, gnu/trove/list/TIntList, org/hamcrest/Matchers, soba/util/graph/IDepthFirstVisitor, java/util/Collection, org/hamcrest/Matcher, gnu/trove/map/hash/TObjectIntHashMap, soba/core/ClassInfo, org/hamcrest/MatcherAssert, soba/util/graph/IDirectedGraph, java/lang/System, java/lang/Class, org/hamcrest/BaseMatcher, soba/util/graph/DepthFirstSearch, org/hamcrest/internal/ReflectiveTypeFinder, org/hamcrest/core/IsEqual, java/util/Iterator, org/hamcrest/TypeSafeDiagnosingMatcher, soba/util/callgraph/CallGraph, java/util/List, java/lang/reflect/Method, java/util/Stack, java/lang/Object, soba/core/MethodInfo, org/hamcrest/collection/IsIterableContainingInAnyOrder, org/hamcrest/Description, java/util/ArrayList"
testStack,"soba/util/IntSetStack, soba/util/IntStack, java/lang/Object, org/junit/Assert, java/util/EmptyStackException"
testStackContains,"soba/util/IntSetStack, soba/util/IntStack, java/lang/Object, org/junit/Assert, java/lang/RuntimeException, java/lang/Integer, java/lang/StringBuilder"
testStackIgnoreDuplicatedElement,"soba/util/IntSetStack, org/junit/Assert, soba/util/IntStack, java/lang/Object"
testCreateList,"gnu/trove/impl/hash/TIntHash, java/lang/Math, java/util/Arrays, java/lang/Integer, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, soba/util/IntPairSet, soba/util/IntPairList, org/hamcrest/Matcher, gnu/trove/procedure/TIntProcedure, gnu/trove/set/hash/TIntHashSet, gnu/trove/impl/hash/TPrimitiveHash, org/hamcrest/MatcherAssert, gnu/trove/impl/PrimeFinder, java/lang/Class, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/util/IntPairUtil, org/hamcrest/core/IsEqual, gnu/trove/map/hash/TIntObjectHashMap, gnu/trove/impl/hash/THash, gnu/trove/procedure/TIntObjectProcedure, soba/util/IntPairProc, java/lang/Object"
testCreateList2,"gnu/trove/impl/hash/TIntHash, java/lang/Math, java/util/Arrays, java/lang/Integer, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, soba/util/IntPairSet, soba/util/IntPairList, org/hamcrest/Matcher, gnu/trove/procedure/TIntProcedure, gnu/trove/set/hash/TIntHashSet, gnu/trove/impl/hash/TPrimitiveHash, org/hamcrest/MatcherAssert, gnu/trove/impl/PrimeFinder, java/lang/Class, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/util/IntPairUtil, org/hamcrest/core/IsEqual, gnu/trove/map/hash/TIntObjectHashMap, gnu/trove/impl/hash/THash, gnu/trove/procedure/TIntObjectProcedure, soba/util/IntPairProc, java/lang/Object"
testIntPairSet,"gnu/trove/impl/hash/TIntHash, java/lang/Math, java/util/Arrays, java/lang/Integer, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, soba/util/IntPairSet, org/hamcrest/Matcher, gnu/trove/set/hash/TIntHashSet, gnu/trove/impl/hash/TPrimitiveHash, org/hamcrest/MatcherAssert, gnu/trove/impl/PrimeFinder, java/lang/Class, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, gnu/trove/map/hash/TIntObjectHashMap, gnu/trove/impl/hash/THash, java/lang/Boolean, java/lang/Object"
testForEach,"gnu/trove/impl/hash/TIntHash, java/lang/Math, java/util/Arrays, java/lang/Integer, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, soba/util/IntPairSet, org/hamcrest/Matcher, gnu/trove/procedure/TIntProcedure, gnu/trove/set/hash/TIntHashSet, gnu/trove/impl/hash/TPrimitiveHash, org/hamcrest/MatcherAssert, gnu/trove/impl/PrimeFinder, soba/util/IntPairSetTest, java/lang/Class, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, gnu/trove/map/hash/TIntObjectHashMap, gnu/trove/impl/hash/THash, gnu/trove/procedure/TIntObjectProcedure, soba/util/IntPairProc, java/lang/Boolean, java/lang/Object"
testIsZipFile,"org/hamcrest/Matchers, org/hamcrest/Matcher, org/junit/Assume, soba/util/files/ZipFile, java/lang/Class, java/lang/Boolean, java/lang/Object, java/io/File, org/hamcrest/core/Is, soba/util/TestUtil, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/lang/String, org/hamcrest/MatcherAssert"
testIsClassFile,"org/hamcrest/Matchers, org/hamcrest/Matcher, org/junit/Assume, soba/util/files/ZipFile, java/lang/Class, java/lang/Boolean, java/lang/Object, java/io/File, org/hamcrest/core/Is, soba/util/TestUtil, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/lang/String, org/hamcrest/MatcherAssert"
testListSubdirectories,"org/hamcrest/Matchers, java/util/ArrayList, org/hamcrest/Matcher, soba/util/files/Directory, org/junit/Assume, org/hamcrest/core/IsEqual, java/lang/Class, java/lang/Boolean, java/lang/Object, java/io/File, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, java/util/Iterator, java/lang/Integer, java/lang/String, org/hamcrest/MatcherAssert"
testEnumerateSystemClasspath,"org/hamcrest/Matchers, java/util/List, java/util/ArrayList, org/hamcrest/Matcher, java/lang/System, java/lang/StringBuilder, soba/util/files/ClasspathUtil, java/lang/Object, org/hamcrest/core/IsNull, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, java/io/File, org/hamcrest/core/IsNot, java/lang/String, org/hamcrest/MatcherAssert"
testMerge,"org/hamcrest/Matchers, java/util/List, org/hamcrest/Matcher, soba/util/files/Directory, java/lang/System, java/util/Arrays, java/lang/Class, java/lang/Object, soba/util/files/ClasspathUtil, java/lang/Boolean, java/util/Iterator, java/io/File, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/util/ArrayList, org/hamcrest/MatcherAssert"
testGetClassList,"java/util/Arrays, soba/util/files/IClassList, java/lang/Integer, java/lang/String, org/hamcrest/Matchers, org/hamcrest/Matcher, soba/util/files/ClasspathUtil, org/hamcrest/MatcherAssert, org/hamcrest/FeatureMatcher, java/lang/System, soba/util/files/ZipFile, java/lang/Class, org/hamcrest/collection/IsArrayWithSize, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/internal/ReflectiveTypeFinder, org/hamcrest/core/IsEqual, org/hamcrest/TypeSafeDiagnosingMatcher, java/util/Iterator, java/util/List, java/lang/reflect/Method, soba/util/files/Directory, java/lang/Object, java/io/File, soba/util/TestUtil, org/hamcrest/Description, soba/util/files/SingleFile, java/util/ArrayList"
